Welcome.started,Welcome.stopped,keyboard_space_welcome.keys,keyboard_space_welcome.rt,keyboard_space_welcome.duration,participant,gender,(corrected) normal vision,handedness,exp vse,session,skip_intro,date,expName,psychopyVersion,OS,frameRate,stimulus_exposure.started,stimulus_exposure.stopped,Block_intro.started,Block_intro.stopped,keyboard_space.keys,keyboard_space.rt,keyboard_space.duration,Stimulus.started,Stimulus.stopped,fixation_ending.started,fixation_ending.stopped,block_id,keyboard_response.keys,keyboard_response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,target_presence,target_position,background_emotion,target_emotion,keyboard_response.rt,keyboard_response.duration,Block_outro.started,Block_outro.stopped,keyboard_space_end.keys,keyboard_space_end.rt,keyboard_space_end.duration,Question_about_stimulus.started,Question_about_stimulus.stopped,textbox_response.text,button.numClicks,button.timesOn,button.timesOff,Thanks.started,Thanks.stopped,keyboard_space_goodbye.keys,keyboard_space_goodbye.rt,keyboard_space_goodbye.duration
0.0005,39.9122,space,39.7811,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,61.0477,64.0619,64.07,90.2284,space,26.1176,,91.2302,91.4948,91.4949,93.4949,practice1,,0,0,0,0,39,1,0,bottom_right,threatening,no_target,,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,94.4962,94.7607,94.7608,96.761,practice1,,0,0,1,1,1,1,1,top_left,neutral,friendly,,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,97.7632,98.0276,98.0277,100.028,practice1,,0,0,2,2,4,1,1,bottom_right,neutral,friendly,,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,101.0293,101.2947,101.2948,103.2944,practice1,j,1,0,3,3,8,1,1,bottom_left,neutral,threatening,0.8329,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,104.2962,104.5614,104.5614,106.5611,practice1,,0,0,4,4,38,1,0,bottom_left,threatening,no_target,,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,107.5626,107.8276,107.8277,109.8277,practice1,,0,0,5,5,31,1,0,top_left,friendly,no_target,,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,110.8289,111.0778,111.0779,113.0776,practice1,j,1,0,6,6,0,1,1,centre,neutral,friendly,1.5339,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,114.0795,114.3443,114.3445,116.3443,practice1,j,1,0,7,7,17,1,1,top_right,threatening,neutral,1.333,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,117.3458,117.6105,117.6106,119.6108,practice1,f,1,0,8,8,37,1,0,top_right,threatening,no_target,0.5008,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,120.6124,120.8772,120.8772,122.8775,practice1,j,1,0,9,9,9,1,1,bottom_right,neutral,threatening,0.6677,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,123.8786,124.1275,124.1275,126.1274,practice1,f,1,0,10,10,35,1,0,centre,threatening,no_target,0.9025,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,127.1288,127.3781,127.3781,129.3777,practice1,j,1,0,11,11,11,1,1,top_left,friendly,neutral,0.7328,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,130.3706,130.6274,130.6274,132.6276,practice1,j,0,0,12,12,25,1,0,centre,neutral,no_target,0.9054,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,133.629,133.8822,133.8822,135.8769,practice1,j,0,0,13,13,32,1,0,top_right,friendly,no_target,0.9298,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,136.8788,137.1434,137.1434,139.1433,practice1,,0,0,14,14,29,1,0,bottom_right,neutral,no_target,,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,140.1455,140.4079,140.408,142.41,practice1,f,1,0,15,15,26,1,0,top_left,neutral,no_target,1.6014,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,143.4121,143.6608,143.6609,145.6605,practice1,f,1,0,16,16,28,1,0,bottom_left,neutral,no_target,0.9006,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,146.6612,146.9106,146.9106,148.9103,practice1,j,1,0,17,17,3,1,1,bottom_left,neutral,friendly,0.753,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,149.9121,150.1768,150.1768,152.177,practice1,j,1,0,18,18,10,1,1,centre,friendly,neutral,1.2691,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,153.1795,153.444,153.444,155.4431,practice1,j,1,0,19,19,14,1,1,bottom_right,friendly,neutral,0.7961,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,156.4458,156.7101,156.7102,158.7104,practice1,f,1,0,20,20,23,1,0,bottom_left,neutral,no_target,0.7685,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,159.712,159.977,159.977,161.9768,practice1,f,1,0,21,21,30,1,0,centre,friendly,no_target,1.1334,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,162.9789,163.2437,163.2438,165.2436,practice1,j,1,0,22,22,6,1,1,top_left,neutral,threatening,0.8841,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,166.2452,166.505,166.5051,168.4933,practice1,f,1,0,23,23,22,1,0,top_right,neutral,no_target,0.8382,,,,,,,,,,,,,,,,,
,,,,,966677,f,y,r,n,11,0,2025-04-05_10h37.26.105,VisualSearchFaces,2024.2.4,Win32,59.88023952,,,,,,,,169.4949,169.7486,169.7486,171.7435,practice1,j,1,0,24,24,19,1,1,bottom_right,threatening,neutral,0.8614,,,,,,,,,,,,,,,,,
