Welcome.started,Welcome.stopped,keyboard_space_welcome.keys,keyboard_space_welcome.rt,keyboard_space_welcome.duration,participant,gender,(corrected) normal vision,handedness,exp vse,session,skip_intro,date,expName,psychopyVersion,OS,frameRate,stimulus_exposure.started,stimulus_exposure.stopped,Block_intro.started,Block_intro.stopped,keyboard_space.keys,keyboard_space.rt,keyboard_space.duration,Stimulus.started,Stimulus.stopped,fixation_ending.started,fixation_ending.stopped,block_id,keyboard_response.keys,keyboard_response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,target_presence,target_position,background_emotion,target_emotion,keyboard_response.rt,keyboard_response.duration,Block_outro.started,Block_outro.stopped,keyboard_space_end.keys,keyboard_space_end.rt,keyboard_space_end.duration,Question_about_stimulus.started,Question_about_stimulus.stopped,textbox_response.text,button.numClicks,button.timesOn,button.timesOff,Thanks.started,Thanks.stopped,keyboard_space_goodbye.keys,keyboard_space_goodbye.rt,keyboard_space_goodbye.duration
1E-04,39.1045,space,39.0858,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,60.1797,63.1856,63.1939,111.9618,space,48.7543,,112.9632,113.2196,113.2199,115.2194,practice1,,0,0,0,0,14,1,1,bottom_right,friendly,neutral,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,116.2207,116.4777,116.4777,118.4768,practice1,,0,0,1,1,35,1,0,centre,threatening,no_target,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,119.4787,119.736,119.7361,121.736,practice1,,0,0,2,2,23,1,0,bottom_left,neutral,no_target,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,122.7372,122.9939,122.994,124.9942,practice1,,0,0,3,3,12,1,1,top_right,friendly,neutral,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,125.9957,126.2526,126.2527,128.2516,practice1,,0,0,4,4,25,1,0,centre,neutral,no_target,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,129.2544,129.5026,129.5027,131.5026,practice1,,0,0,5,5,4,1,1,bottom_right,neutral,friendly,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,132.5043,132.7609,132.7609,134.7608,practice1,,0,0,6,6,31,1,0,top_left,friendly,no_target,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,135.7623,136.0192,136.0194,138.0191,practice1,,0,0,7,7,11,1,1,top_left,friendly,neutral,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,139.0207,139.2778,139.2779,141.2776,practice1,,0,0,8,8,32,1,0,top_right,friendly,no_target,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,142.278,142.536,142.5361,144.5361,practice1,,0,0,9,9,10,1,1,centre,friendly,neutral,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,145.5377,145.7943,145.7943,147.7941,practice1,,0,0,10,10,7,1,1,top_right,neutral,threatening,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,148.7956,149.0441,149.0442,151.0441,practice1,,0,0,11,11,5,1,1,centre,neutral,threatening,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,152.0456,152.2943,152.2943,154.2943,practice1,,0,0,12,12,0,1,1,centre,neutral,friendly,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,155.2958,155.5526,155.5527,157.5526,practice1,,0,0,13,13,30,1,0,centre,friendly,no_target,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,158.5537,158.8107,158.8108,160.8108,practice1,f,1,0,14,14,36,1,0,top_left,threatening,no_target,0.0016,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,161.8121,162.0693,162.0694,164.0691,practice1,,0,0,15,15,39,1,0,bottom_right,threatening,no_target,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,165.0703,165.3274,165.3274,167.3274,practice1,j,1,0,16,16,2,1,1,top_right,neutral,friendly,0.0181,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,168.3289,168.5858,168.5858,170.5858,practice1,,0,0,17,17,3,1,1,bottom_left,neutral,friendly,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,171.5887,171.844,171.844,173.8442,practice1,,0,0,18,18,17,1,1,top_right,threatening,neutral,,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,174.8456,175.094,175.0941,177.094,practice1,j,1,0,19,19,19,1,1,bottom_right,threatening,neutral,0.1084,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,178.0966,178.3521,178.3521,180.3512,practice1,j,0,0,20,20,27,1,0,top_right,neutral,no_target,0.0597,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,181.353,181.6023,181.6024,183.6013,practice1,f,1,0,21,21,22,1,0,top_right,neutral,no_target,0.042,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,184.6039,184.8607,184.8608,186.8598,practice1,j,1,0,22,22,6,1,1,top_left,neutral,threatening,0.5037,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,187.8619,188.1181,188.1182,190.1189,practice1,j,0,0,23,23,24,1,0,bottom_right,neutral,no_target,0.2517,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,191.1202,191.3772,191.3773,193.3772,practice1,f,0,0,24,24,15,1,1,centre,threatening,neutral,0.3159,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,194.3787,194.6357,194.6357,196.6355,practice1,f,1,0,25,25,21,1,0,top_left,neutral,no_target,0.4761,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,197.6367,197.8942,197.8942,199.8933,practice1,j,1,0,26,26,9,1,1,bottom_right,neutral,threatening,0.266,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,200.8957,201.1442,201.1443,203.1438,practice1,j,1,0,27,27,13,1,1,bottom_left,friendly,neutral,0.954,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,204.1454,204.4016,204.4017,206.4022,practice1,j,1,0,28,28,1,1,1,top_left,neutral,friendly,0.5846,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,207.4028,207.6522,207.6523,209.6514,practice1,f,1,0,29,29,26,1,0,top_left,neutral,no_target,0.4095,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,210.6534,210.9097,210.9098,212.9105,practice1,f,1,0,30,30,34,1,0,bottom_right,friendly,no_target,0.4913,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,213.9126,214.1689,214.169,216.1688,practice1,j,1,0,31,31,8,1,1,bottom_left,neutral,threatening,0.3763,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,217.1706,217.4271,217.4272,219.4268,practice1,j,1,0,32,32,18,1,1,bottom_left,threatening,neutral,0.3581,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,220.4285,220.6847,220.6848,222.6851,practice1,f,1,0,33,33,29,1,0,bottom_right,neutral,no_target,0.5412,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,223.6866,223.9435,223.9435,225.9436,practice1,f,1,0,34,34,37,1,0,top_right,threatening,no_target,0.8186,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,226.9453,227.2022,227.2022,229.2022,practice1,j,1,0,35,35,16,1,1,top_left,threatening,neutral,0.5331,,,,,,,,,,,,,,,,,
,,,,,924766,m,y,r,n,14,0,2025-04-05_11h20.31.007,VisualSearchFaces,2024.2.4,MacIntel,121.9512195,,,,,,,,230.2038,230.4595,230.4596,232.4605,practice1,f,1,0,36,36,28,1,0,bottom_left,neutral,no_target,0.4098,,,,,,,,,,,,,,,,,
